"","B1PAGE_M2","B1PRSEX","B1PD1","B1PD2","B1PD14","B1PD15","B1SNEGFW","TROUBLE","B1SQ1"
"4136",51,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4137",52,"(2) Female","(2) No",NA,NA,NA,13,NA,7
"4138",52,"(2) Female","(1) Yes","(01) Husband",20,20,NA,"Never",7
"4139",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4140",38,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4141",37,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"4142",66,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"4143",79,"(2) Female","(2) No",NA,NA,NA,4,NA,9
"4144",42,"(1) Male","(2) No",NA,NA,NA,9,NA,6
"4145",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4146",60,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4147",62,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4148",49,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",7
"4149",64,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",8
"4150",49,"(2) Female","(1) Yes","(06) Mother",4,14,18,"Most or all of the time",5
"4151",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4152",51,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4153",37,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"4154",59,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4155",42,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"4156",55,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",8
"4157",77,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4158",43,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4159",57,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"4160",41,"(1) Male","(2) No",NA,NA,NA,9,"Never",5
"4161",51,"(1) Male","(2) No",NA,NA,NA,9,"Never",7
"4162",36,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4163",55,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4164",39,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",9
"4165",45,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"4166",56,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4167",56,"(2) Female","(1) Yes","(13) Other (specify)",24,60,NA,NA,NA
"4168",55,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4169",47,"(2) Female","(1) Yes","(05) Father",52,10,11,"Never",9
"4170",35,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4171",43,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4172",47,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",7
"4173",57,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4174",46,"(2) Female","(2) No",NA,NA,NA,11,NA,6
"4175",53,"(1) Male","(2) No",NA,NA,NA,10,"Never",9
"4176",47,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"4177",70,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"4178",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"4179",55,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"4180",37,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",7
"4181",80,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"4182",63,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"4183",45,"(1) Male","(2) No",NA,NA,NA,11,"Never",8
"4184",57,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4185",57,"(2) Female","(2) No",NA,NA,NA,9,NA,8
"4186",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4187",43,"(1) Male","(1) Yes","(05) Father",30,1,NA,NA,NA
"4188",59,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4189",63,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"4190",55,"(1) Male","(1) Yes","(05) Father",4,20,8,"Never",10
"4191",48,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",6
"4192",81,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4193",65,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"4194",44,"(2) Female","(2) No",NA,NA,NA,10,NA,9
"4195",75,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4196",80,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"4197",68,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4198",78,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"4199",42,"(1) Male","(1) Yes","(13) Other (specify)",10,16,4,"Once or a few times",9
"4200",83,"(2) Female","(2) No",NA,NA,NA,NA,"Never",5
"4201",53,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",9
"4202",55,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4203",55,"(2) Female","(1) Yes","(05) Father",20,6,NA,NA,8
"4204",80,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"4205",48,"(2) Female","(1) Yes","(06) Mother",16,20,8,"Once or a few times",8
"4206",55,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4207",80,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"4208",52,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4209",39,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",7
"4210",82,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4211",48,"(2) Female","(2) No",NA,NA,NA,10,NA,7
"4212",58,"(1) Male","(2) No",NA,NA,NA,9,"Never",6
"4213",53,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4214",41,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"4215",70,"(2) Female","(1) Yes","(04) Daughter",NA,NA,NA,NA,NA
"4216",56,"(1) Male","(2) No",NA,NA,NA,6,"Never",10
"4217",47,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",6
"4218",37,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"4219",51,"(2) Female","(1) Yes","(13) Other (specify)",52,5,10,"Never",8
"4220",67,"(1) Male","(2) No",NA,NA,NA,13,"Once or a few times",9
"4221",71,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4222",58,"(1) Male","(2) No",NA,NA,NA,NA,NA,4
"4223",37,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4224",66,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4225",52,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4226",55,"(1) Male","(1) Yes","(06) Mother",8,3,9,NA,5
"4227",68,"(1) Male","(2) No",NA,NA,NA,NA,"Never",6
"4228",35,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",7
"4229",49,"(1) Male","(2) No",NA,NA,NA,9,"Never",6
"4230",45,"(1) Male","(2) No",NA,NA,NA,NA,"Most or all of the time",2
"4231",44,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4232",46,"(2) Female","(2) No",NA,NA,NA,4,"Once or a few times",5
"4233",59,"(2) Female","(2) No",NA,NA,NA,7,NA,8
"4234",67,"(2) Female","(2) No",NA,NA,NA,6,NA,9
"4235",48,"(2) Female","(1) Yes","(03) Son",52,3,NA,"Never",6
"4236",59,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"4237",36,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"4238",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4239",74,"(2) Female","(2) No",NA,NA,NA,7,"Never",5
"4240",43,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4241",38,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",9
"4242",53,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"4243",39,"(1) Male","(2) No",NA,NA,NA,10,NA,6
"4244",36,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4245",76,"(1) Male","(1) Yes","(02) Wife",2,2,9,"Never",9
"4246",59,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"4247",54,"(1) Male","(2) No",NA,NA,NA,5,"Once or a few times",7
"4248",81,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"4249",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4250",44,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4251",63,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"4252",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4253",41,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",8
"4254",65,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"4255",65,"(2) Female","(2) No",NA,NA,NA,4,NA,8
"4256",53,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4257",38,"(2) Female","(1) Yes","(12) Mother-in-law",52,12,11,"Once or a few times",5
"4258",44,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4259",45,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"4260",70,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"4261",54,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",8
"4262",43,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"4263",37,"(2) Female","(2) No",NA,NA,NA,11,"Never",8
"4264",80,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",8
"4265",47,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"4266",55,"(1) Male","(2) No",NA,NA,NA,7,"Never",7
"4267",50,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",7
"4268",49,"(2) Female","(2) No",NA,NA,NA,10,NA,9
"4269",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,9
"4270",43,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",9
"4271",57,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"4272",62,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4273",51,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4274",69,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",8
"4275",80,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4276",55,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"4277",67,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"4278",64,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4279",59,"(1) Male","(2) No",NA,NA,NA,NA,NA,4
"4280",47,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"4281",51,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"4282",53,"(1) Male","(2) No",NA,NA,NA,6,"Never",5
"4283",69,"(2) Female","(1) Yes","(13) Other (specify)",4,7,NA,"Once or a few times",8
"4284",59,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",8
"4285",57,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"4286",50,"(2) Female","(1) Yes","(06) Mother",10,20,5,NA,7
"4287",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"4288",59,"(2) Female","(1) Yes","(12) Mother-in-law",52,40,6,"Never",10
"4289",75,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"4290",44,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4291",55,"(1) Male","(1) Yes","(06) Mother",6,9,7,"Once or a few times",9
"4292",43,"(1) Male","(2) No",NA,NA,NA,5,NA,4
"4293",50,"(1) Male","(2) No",NA,NA,NA,6,"Never",10
"4294",56,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",7
"4295",45,"(1) Male","(2) No",NA,NA,NA,8,NA,9
"4296",65,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"4297",55,"(2) Female","(1) Yes","(05) Father",12,15,NA,NA,NA
"4298",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4299",73,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4300",39,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"4301",44,"(2) Female","(1) Yes","(06) Mother",5,16,NA,"Once or a few times",6
"4302",69,"(2) Female","(2) No",NA,NA,NA,7,NA,6
"4303",57,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"4304",45,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"4305",56,"(2) Female","(2) No",NA,NA,NA,7,"Never",10
"4306",71,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4307",50,"(1) Male","(2) No",NA,NA,NA,12,"Never",9
"4308",64,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"4309",69,"(2) Female","(2) No",NA,NA,NA,10,"Never",8
"4310",63,"(1) Male","(1) Yes","(03) Son",52,1,4,"Never",8
"4311",48,"(1) Male","(2) No",NA,NA,NA,7,NA,9
"4312",79,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4313",76,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"4314",54,"(1) Male","(2) No",NA,NA,NA,7,NA,8
"4315",57,"(2) Female","(1) Yes","(12) Mother-in-law",28,21,6,"Never",9
"4316",77,"(1) Male","(1) Yes","(02) Wife",52,NA,NA,"Never",6
"4317",76,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"4318",73,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4319",59,"(2) Female","(2) No",NA,NA,NA,4,"Never",10
"4320",47,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",9
"4321",68,"(2) Female","(2) No",NA,NA,NA,NA,NA,6
"4322",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4323",42,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"4324",43,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"4325",53,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4326",60,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4327",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4328",55,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"4329",51,"(1) Male","(2) No",NA,NA,NA,NA,"Never",3
"4330",43,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"4331",34,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"4332",76,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4333",41,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",9
"4334",50,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"4335",45,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"4336",56,"(2) Female","(1) Yes","(06) Mother",NA,25,12,"Never",8
"4337",61,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4338",47,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"4339",34,"(2) Female","(1) Yes","(04) Daughter",52,75,7,"Once or a few times",7
"4340",47,"(2) Female","(2) No",NA,NA,NA,15,"Most or all of the time",1
"4341",50,"(2) Female","(2) No",NA,NA,NA,7,"Most or all of the time",5
"4342",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4343",49,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"4344",64,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"4345",69,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",9
"4346",35,"(2) Female","(2) No",NA,NA,NA,7,"Never",7
"4347",46,"(1) Male","(2) No",NA,NA,NA,5,"Never",7
"4348",34,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4349",74,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4350",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4351",75,"(2) Female","(2) No",NA,NA,NA,5,"Once or a few times",8
"4352",66,"(1) Male","(2) No",NA,NA,NA,8,"Never",6
"4353",52,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",7
"4354",51,"(2) Female","(1) Yes","(12) Mother-in-law",26,12,NA,NA,NA
"4355",53,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4356",58,"(1) Male","(2) No",NA,NA,NA,4,"Never",10
"4357",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4358",57,"(2) Female","(2) No",NA,NA,NA,4,"Never",10
"4359",56,"(1) Male","(2) No",NA,NA,NA,9,"Never",10
"4360",43,"(2) Female","(2) No",NA,NA,NA,12,"Most or all of the time",5
"4361",49,"(1) Male","(1) Yes","(11) Father-in-law",1,12,9,"Once or a few times",9
"4362",61,"(2) Female","(2) No",NA,NA,NA,NA,"Never",7
"4363",38,"(1) Male","(1) Yes","(06) Mother",6,40,NA,NA,NA
"4364",57,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"4365",74,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"4366",48,"(1) Male","(1) Yes","(05) Father",4,6,NA,"Never",8
"4367",53,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"4368",68,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"4369",61,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"4370",69,"(2) Female","(2) No",NA,NA,NA,5,"Never",10
"4371",45,"(2) Female","(2) No",NA,NA,NA,5,"Never",8
"4372",66,"(1) Male","(2) No",NA,NA,NA,7,"Never",7
"4373",63,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"4374",59,"(2) Female","(1) Yes","(01) Husband",6,20,NA,"Never",8
"4375",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4376",36,"(2) Female","(2) No",NA,NA,NA,11,"Never",8
"4377",53,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4378",48,"(2) Female","(1) Yes","(01) Husband",52,25,NA,NA,NA
"4379",35,"(2) Female","(2) No",NA,NA,NA,4,"Never",8
"4380",46,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",7
"4381",55,"(2) Female","(1) Yes","(06) Mother",4,10,10,"Never",8
"4382",65,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4383",38,"(2) Female","(2) No",NA,NA,NA,NA,"Never",4
"4384",50,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",6
"4385",68,"(2) Female","(2) No",NA,NA,NA,4,"Most or all of the time",3
"4386",48,"(2) Female","(2) No",NA,NA,NA,17,"Never",5
"4387",38,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"4388",38,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4389",39,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",9
"4390",60,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4391",49,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4392",54,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"4393",39,"(1) Male","(1) Yes","(05) Father",7,15,NA,NA,NA
"4394",46,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"4395",44,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4396",65,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4397",64,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"4398",52,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"4399",81,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"4400",40,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",7
"4401",69,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"4402",55,"(1) Male","(2) No",NA,NA,NA,11,"Most or all of the time",7
"4403",54,"(2) Female","(2) No",NA,NA,NA,NA,"Never",5
"4404",51,"(1) Male","(2) No",NA,NA,NA,8,"Most or all of the time",6
"4405",59,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"4406",79,"(2) Female","(1) Yes","(01) Husband",12,84,NA,"Never",7
"4407",80,"(1) Male","(2) No",NA,NA,NA,NA,NA,9
"4408",61,"(2) Female","(2) No",NA,NA,NA,NA,NA,2
"4409",74,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",8
"4410",60,"(1) Male","(2) No",NA,NA,NA,8,NA,6
"4411",62,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",5
"4412",36,"(2) Female","(2) No",NA,NA,NA,13,"Once or a few times",7
"4413",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"4414",49,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4415",54,"(2) Female","(1) Yes","(06) Mother",50,2,10,"Once or a few times",7
"4416",75,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"4417",79,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"4418",48,"(1) Male","(2) No",NA,NA,NA,4,NA,8
"4419",47,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4420",56,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"4421",45,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"4422",43,"(2) Female","(1) Yes","(06) Mother",35,96,11,NA,6
"4423",40,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4424",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4425",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4426",67,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"4427",55,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",4
"4428",56,"(1) Male","(1) Yes","(11) Father-in-law",36,8,NA,"Never",9
"4429",77,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"4430",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"4431",44,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4432",63,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4433",45,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"4434",45,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"4435",64,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"4436",83,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4437",66,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",5
"4438",56,"(2) Female","(1) Yes","(01) Husband",12,15,6,"Never",9
"4439",37,"(2) Female","(2) No",NA,NA,NA,11,"Never",9
"4440",57,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"4441",59,"(2) Female","(2) No",NA,NA,NA,4,NA,8
"4442",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4443",44,"(2) Female","(1) Yes","(06) Mother",52,8,NA,NA,NA
"4444",58,"(2) Female","(1) Yes","(06) Mother",6,20,8,"Never",9
"4445",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4446",72,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"4447",53,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",9
"4448",47,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4449",72,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"4450",60,"(2) Female","(1) Yes","(04) Daughter",6,NA,6,NA,5
"4451",45,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4452",68,"(1) Male","(1) Yes","(13) Other (specify)",0,1,9,NA,8
"4453",48,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4454",57,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",8
"4455",38,"(2) Female","(2) No",NA,NA,NA,8,NA,2
"4456",35,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4457",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4458",50,"(2) Female","(2) No",NA,NA,NA,8,"Most or all of the time",8
"4459",43,"(1) Male","(1) Yes","(11) Father-in-law",6,14,12,"Never",9
"4460",71,"(2) Female","(1) Yes","(06) Mother",5,36,10,"Once or a few times",8
"4461",54,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",5
"4462",72,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4463",47,"(1) Male","(1) Yes","(02) Wife",NA,10,9,"Once or a few times",7
"4464",47,"(2) Female","(1) Yes","(04) Daughter",52,40,12,NA,7
"4465",55,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"4466",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4467",59,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4468",40,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",9
"4469",39,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"4470",33,"(2) Female","(2) No",NA,NA,NA,9,"Never",7
"4471",40,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"4472",54,"(2) Female","(1) Yes","(06) Mother",5,15,6,"Never",8
"4473",57,"(2) Female","(2) No",NA,NA,NA,8,NA,6
"4474",42,"(2) Female","(2) No",NA,NA,NA,11,"Most or all of the time",3
"4475",78,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"4476",64,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4477",57,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"4478",62,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"4479",55,"(2) Female","(2) No",NA,NA,NA,9,NA,8
"4480",56,"(2) Female","(1) Yes","(05) Father",26,8,6,"Never",9
"4481",80,"(1) Male","(1) Yes","(02) Wife",6,NA,NA,"Never",9
"4482",53,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"4483",68,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4484",35,"(2) Female","(1) Yes","(04) Daughter",12,20,9,NA,7
"4485",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4486",42,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"4487",48,"(2) Female","(2) No",NA,NA,NA,12,"Once or a few times",7
"4488",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"4489",54,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",9
"4490",62,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"4491",70,"(2) Female","(2) No",NA,NA,NA,4,NA,8
"4492",48,"(2) Female","(2) No",NA,NA,NA,8,"Never",6
"4493",52,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4494",35,"(2) Female","(2) No",NA,NA,NA,8,"Never",10
"4495",49,"(2) Female","(1) Yes","(13) Other (specify)",6,80,4,NA,8
"4496",52,"(1) Male","(2) No",NA,NA,NA,8,"Never",10
"4497",57,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"4498",49,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",8
"4499",57,"(2) Female","(2) No",NA,NA,NA,7,"Never",8
"4500",52,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"4501",61,"(2) Female","(2) No",NA,NA,NA,6,"Never",8
"4502",77,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4503",36,"(1) Male","(1) Yes","(02) Wife",NA,26,14,NA,3
"4504",60,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"4505",56,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"4506",60,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"4507",39,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4508",83,"(1) Male","(1) Yes","(02) Wife",52,14,NA,"Never",7
"4509",55,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"4510",78,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4511",41,"(1) Male","(1) Yes","(03) Son",12,20,NA,NA,NA
